timestamp,date_gmt,status,attendance,home_team_name,away_team_name,referee,game week,pre-match ppg (home),pre-match ppg (away),home_ppg,away_ppg,home_team_goal_count,away_team_goal_count,total_goal_count,total_goals_at_half_time,home_team_goal_count_half_time,away_team_goal_count_half_time,home_team_goal_timings,away_team_goal_timings,home_team_corner_count,away_team_corner_count,home_team_yellow_cards,home_team_red_cards,away_team_yellow_cards,away_team_red_cards,home_team_first_half_cards,home_team_second_half_cards,away_team_first_half_cards,away_team_second_half_cards,home_team_shots,away_team_shots,home_team_shots_on_target,away_team_shots_on_target,home_team_shots_off_target,away_team_shots_off_target,home_team_fouls,away_team_fouls,home_team_possession,away_team_possession,home team pre-match xg,away team pre-match xg,team_a_xg,team_b_xg,average_goals_per_match_pre_match,btts_percentage_pre_match,over_15_percentage_pre_match,over_25_percentage_pre_match,over_35_percentage_pre_match,over_45_percentage_pre_match,over_15_ht_fhg_percentage_pre_match,over_05_ht_fhg_percentage_pre_match,over_15_2hg_percentage_pre_match,over_05_2hg_percentage_pre_match,average_corners_per_match_pre_match,average_cards_per_match_pre_match,odds_ft_home_team_win,odds_ft_draw,odds_ft_away_team_win,odds_ft_over15,odds_ft_over25,odds_ft_over35,odds_ft_over45,odds_btts_yes,odds_btts_no,stadium_name,year,country,home_continent,away_continent,result
1670007600,Dec 02 2022 - 7:00pm,complete,85986.0,Cameroon,Brazil,Ismail Elfath,3.0,0.5,3.0,1.33,2.0,1,0,1,0,0,0,90'2,,3,11,4,1,2,0,3,2,1,1,7,21,3,7,4,14,14,14,35,65,1.42,2.03,0.85,2.19,2.5,25,50,25,25,25,25,25,50,100,11.5,2.0,9.0,5.2,1.34,1.21,1.69,2.68,5.0,2.2,1.62,Lusail Iconic Stadium (Lusail),2022,qatar,Africa,South America,win
1670007600,Dec 02 2022 - 7:00pm,complete,41378.0,Switzerland,Serbia,Fernando Rapallini,3.0,1.5,0.5,1.5,0.33,3,2,5,4,2,2,"20,44,48","26,35",0,2,4,0,6,0,2,2,0,6,14,12,7,4,7,8,14,18,46,54,0.79,1.15,1.33,1.63,2.5,25,50,25,25,25,25,25,50,100,10.5,4.0,2.52,3.37,2.81,1.36,1.95,3.8,7.6,1.8,1.95,Stadium 974 (ad-Dōha (Doha)),2022,qatar,Europe,Europe,win
1670079600,Dec 03 2022 - 3:00pm,complete,,Netherlands,USMNT,Wilton Pereira Sampaio,,2.33,1.67,2.2,1.25,3,1,4,2,2,0,"10,45'1,81",76,4,5,2,0,0,0,0,2,0,0,11,17,6,8,5,9,10,5,42,58,1.03,1.12,1.36,2.09,1.5,33,67,0,0,0,0,67,17,67,10.0,2.34,1.91,3.4,4.5,1.45,2.3,4.5,10.5,2.0,1.75,Khalifa International Stadium (Al Rayyan (Ar-Rayyan)),2022,qatar,Europe,North America,win
1670094000,Dec 03 2022 - 7:00pm,complete,,Argentina,Australia,Szymon Marciniak,,2.0,2.0,2.0,1.5,2,1,3,1,1,0,"35,57",77,1,3,0,0,2,0,0,0,2,0,14,5,5,1,9,4,8,15,61,39,1.84,0.85,1.56,0.59,2.33,33,67,33,17,17,17,50,67,84,9.0,2.34,1.18,6.5,21.0,1.24,1.73,2.98,5.6,2.75,1.4,Ahmad bin Ali Stadium (Al Rayyan (Al-Rayyan)),2022,qatar,South America,Oceania,win
1670166000,Dec 04 2022 - 3:00pm,complete,40989.0,France,Poland,Jesús Valenzuela Sáez,,2.0,1.33,2.29,1.0,3,1,4,1,1,0,"44,74,90'1",90'9,7,1,1,0,2,0,1,0,0,2,16,12,8,3,8,9,10,8,55,45,1.94,0.71,2.06,1.28,2.17,34,67,34,17,17,17,33,50,84,10.66,2.0,1.29,5.0,13.0,1.28,1.8,3.25,6.4,2.38,1.53,Al Thumama Stadium (ad-Dōha (Doha)),2022,qatar,Europe,Europe,win
1670180400,Dec 04 2022 - 7:00pm,complete,65985.0,England,Senegal,Ivan Arcides Barton Cisneros,,2.33,2.0,2.0,1.5,3,0,3,2,2,0,"39,45'3,57",,3,3,0,0,1,0,0,0,0,1,8,10,4,1,4,9,16,12,61,39,1.63,1.57,1.13,0.95,3.34,50,84,67,33,17,17,50,84,84,12.0,2.0,1.53,3.75,7.5,1.44,2.3,4.55,9.6,2.25,1.57,Al Bayt Stadium (Al Khor),2022,qatar,Europe,Africa,win
1670252400,Dec 05 2022 - 3:00pm,complete,42523.0,Japan,Croatia,Ismail Elfath,,2.0,1.67,1.75,1.43,1,1,2,1,1,0,43,55,8,5,0,0,2,0,0,0,0,2,9,12,3,3,6,9,0,1,42,58,1.08,1.39,1.15,1.46,2.0,50,50,50,17,17,17,50,50,67,7.67,2.67,4.0,3.2,2.05,1.46,2.3,4.6,10.0,2.0,1.75,Al Janoub Stadium (Al Wakrah),2022,qatar,Asia,Europe,draw
1670266800,Dec 05 2022 - 7:00pm,complete,43847.0,Brazil,South Korea,Clément Turpin,,2.0,1.33,2.0,1.0,4,1,5,4,4,0,"7,13,29,36",76,5,4,0,0,1,0,0,0,1,0,18,8,9,6,9,2,8,13,53,47,2.08,1.63,2.17,1.35,2.0,34,50,34,17,17,34,34,33,84,15.0,2.67,1.3,5.25,11.0,1.27,1.91,3.1,6.0,2.38,1.53,Stadium 974 (ad-Dōha (Doha)),2022,qatar,South America,Asia,win
1670338800,Dec 06 2022 - 3:00pm,complete,,Morocco,Spain,Fernando Rapallini,,2.33,1.33,1.57,1.25,0,0,0,0,0,0,,,0,8,1,0,1,0,0,1,0,1,6,9,3,3,3,6,14,14,28,72,0.9,1.55,0.81,1.42,2.84,50,84,50,17,17,33,50,67,67,5.33,1.0,7.0,3.75,1.57,1.4,2.2,4.15,8.8,2.25,1.57,Education City Stadium (Al Rayyan (Ar-Rayyan)),2022,qatar,Africa,Europe,draw
1670353200,Dec 06 2022 - 7:00pm,complete,,Portugal,Switzerland,César Arturo Ramos Palazuelos,,2.0,2.0,1.8,1.5,6,1,7,2,2,0,"17,33,51,55,67,90'2",58,6,6,0,0,2,0,0,0,1,1,7,8,4,2,3,6,12,10,44,56,1.55,1.07,0.94,0.94,2.83,50,67,50,33,33,33,33,34,100,9.0,4.0,1.91,3.3,4.5,1.45,2.3,4.55,10.0,2.0,1.75,Lusail Iconic Stadium (Lusail),2022,qatar,Europe,Europe,win
1670598000,Dec 09 2022 - 3:00pm,complete,43893.0,Croatia,Brazil,Michael Oliver,,1.5,2.25,1.43,2.0,1,1,2,0,0,0,117,105'1,3,7,2,0,3,0,1,1,1,2,6,15,0,8,6,7,22,24,51,49,1.41,2.1,0.75,2.02,2.0,38,50,25,25,25,25,38,25,75,11.75,1.75,9.18,4.96,1.39,1.25,1.89,3.0,5.0,2.05,1.7,Education City Stadium (Al Rayyan (Ar-Rayyan)),2022,qatar,Europe,South America,draw
1670612400,Dec 09 2022 - 7:00pm,complete,,Netherlands,Argentina,Antonio Miguel Mateu Lahoz,,2.5,2.25,2.2,2.0,2,2,4,1,0,1,"83,90'11","35,73",2,8,7,1,8,0,2,6,2,6,5,7,2,4,3,3,30,18,52,48,1.11,1.77,0.79,1.01,2.5,50,100,38,13,0,13,63,75,100,10.0,1.5,3.6,3.1,2.2,1.45,2.38,4.5,9.25,1.95,1.8,Lusail Iconic Stadium (Lusail),2022,qatar,Europe,South America,draw
1670684400,Dec 10 2022 - 3:00pm,complete,,Morocco,Portugal,Facundo Tello Figueroa,,2.0,2.25,1.57,1.8,1,0,1,1,1,0,42,,3,9,2,1,1,0,0,3,0,1,9,12,3,3,6,9,15,9,27,73,0.88,1.4,0.9,1.55,2.75,50,75,50,25,25,38,38,50,63,5.5,2.0,5.5,3.5,1.7,1.4,2.2,4.25,9.25,2.05,1.7,Al Thumama Stadium (ad-Dōha (Doha)),2022,qatar,Africa,Europe,win
1670698800,Dec 10 2022 - 7:00pm,complete,,France,England,Wilton Pereira Sampaio,,2.25,2.5,2.29,2.0,2,1,3,1,1,0,"17,78",54,2,5,3,0,1,0,1,2,0,1,8,16,5,8,3,8,14,10,43,57,1.97,1.5,1.92,1.15,3.38,50,75,75,38,25,38,50,63,88,12.25,0.5,2.38,3.2,3.1,1.32,2.1,3.4,6.3,1.8,1.95,Al Bayt Stadium (Al Khor),2022,qatar,Europe,Europe,win
1670958000,Dec 13 2022 - 7:00pm,complete,88966.0,Argentina,Croatia,Daniele Orsato,,2.0,1.4,2.0,1.43,3,0,3,2,2,0,"34,39,69",,2,4,2,0,2,0,0,2,2,0,9,12,7,2,2,10,15,8,39,61,1.62,1.28,1.27,1.23,2.3,60,80,40,20,10,10,50,70,80,10.2,3.2,1.8,3.4,5.0,1.52,2.48,4.5,9.0,2.25,1.57,Lusail Iconic Stadium (Lusail),2022,qatar,South America,Europe,win
1671044400,Dec 14 2022 - 7:00pm,complete,,France,Morocco,César Arturo Ramos Palazuelos,,2.4,2.2,2.29,1.57,2,0,2,1,1,0,"5,79",,2,3,0,0,1,0,0,0,1,0,14,13,3,3,11,10,10,11,39,61,1.81,0.88,1.27,1.44,2.2,50,60,50,20,10,20,50,50,60,7.4,2.2,1.57,4.0,6.75,1.4,2.25,1.79,9.5,2.25,1.57,Al Bayt Stadium (Al Khor),2022,qatar,Europe,Africa,win
1671289200,Dec 17 2022 - 3:00pm,complete,,Croatia,Morocco,Abdulrahman Ibrahim Al Jassim,,1.17,1.83,1.43,1.57,2,1,3,3,2,1,"7,42",9,6,3,0,0,2,0,0,0,0,2,12,9,4,2,8,7,13,11,51,49,1.27,0.98,1.33,1.02,1.67,34,59,25,9,9,25,50,25,50,5.5,2.5,2.43,3.4,3.1,1.26,2.07,2.98,5.7,1.67,2.1,Khalifa International Stadium (Al Rayyan (Ar-Rayyan)),2022,qatar,Europe,Africa,win
1671375600,Dec 18 2022 - 3:00pm,complete,88966.0,Argentina,France,Szymon Marciniak,,2.17,2.5,2.0,2.29,3,3,6,2,2,0,"23,36,108","80,81,118",6,5,5,0,3,0,1,4,0,3,12,6,7,3,5,3,26,19,54,46,1.56,1.72,1.7,0.92,2.92,59,92,67,25,9,17,67,75,100,11.0,2.83,2.7,2.95,2.65,1.45,2.35,4.3,7.5,2.0,1.75,Lusail Iconic Stadium (Lusail),2022,qatar,South America,Europe,draw
